,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000105122,0,0,0,0,0,0
ENSMUSG00000093817,0,0,0,0,0,0
ENSMUSG00000094424,0,0,0,0,0,0
ENSMUSG00000095293,0,0,0,0,0,0
ENSMUSG00000085534,0,0,0,0,0,0
ENSMUSG00000095494,0,0,0,0,0,0
ENSMUSG00000094624,0,0,0,0,0,0
ENSMUSG00000095356,0,0,0,0,0,0
ENSMUSG00000096457,0,0,0,0,0,0
ENSMUSG00000105455,0,0,0,0,0,0
ENSMUSG00000096911,0,0,0,0,0,0
ENSMUSG00000095089,0,0,0,0,0,0
ENSMUSG00000095887,0,0,0,0,0,0
ENSMUSG00000087462,0,0,0,0,0,0
ENSMUSG00000095802,0,0,0,0,0,0
ENSMUSG00000097037,0,0,0,0,0,0
ENSMUSG00000081224,0,0,0,0,0,0
ENSMUSG00000095906,0,0,0,0,0,0
ENSMUSG00000086691,0,0,18,12,1,1
ENSMUSG00000096137,0,0,0,0,0,0
ENSMUSG00000105626,0,0,0,0,0,0
ENSMUSG00000095152,0,0,0,0,0,0
ENSMUSG00000085489,0,0,0,0,0,0
ENSMUSG00000073257,0,0,0,0,0,0
ENSMUSG00000104702,0,0,0,0,0,0
ENSMUSG00000085060,0,0,0,0,0,0
ENSMUSG00000096311,0,0,0,0,0,0
ENSMUSG00000073255,0,0,0,0,0,0
ENSMUSG00000085989,0,0,0,0,0,0
ENSMUSG00000085325,0,0,0,0,0,0
ENSMUSG00000096539,0,0,0,0,0,0
ENSMUSG00000094759,0,0,0,0,0,0
ENSMUSG00000094391,0,0,0,0,0,0
ENSMUSG00000095754,0,0,0,0,0,0
ENSMUSG00000095229,0,0,0,0,0,0
ENSMUSG00000086580,0,0,0,0,0,0
ENSMUSG00000086906,0,0,0,0,0,0
ENSMUSG00000094352,0,0,0,0,0,0
ENSMUSG00000094351,0,0,0,0,0,0
ENSMUSG00000096645,0,0,0,0,0,0
ENSMUSG00000095637,0,0,0,0,0,0
ENSMUSG00000095770,0,0,0,0,0,0
ENSMUSG00000093857,0,0,0,0,0,0
ENSMUSG00000114897,0,0,0,0,0,0
ENSMUSG00000096194,0,0,0,0,0,0
ENSMUSG00000094309,0,0,0,0,0,0
ENSMUSG00000094601,0,0,0,0,0,0
ENSMUSG00000099711,0,0,0,0,0,0
ENSMUSG00000094361,0,0,0,0,0,0
ENSMUSG00000094211,0,0,0,0,0,0
ENSMUSG00000094727,0,0,0,0,0,0
ENSMUSG00000094115,0,0,0,0,0,0
ENSMUSG00000084982,0,0,0,0,0,0
ENSMUSG00000086246,0,0,0,0,0,0
ENSMUSG00000101500,0,0,0,0,0,0
ENSMUSG00000087224,0,0,0,0,0,0
ENSMUSG00000114725,0,0,0,0,0,0
ENSMUSG00000087649,0,0,0,0,0,0
ENSMUSG00000085552,0,0,0,0,0,0
ENSMUSG00000079649,0,0,0,0,0,0
ENSMUSG00000079297,20,25,30,77,17,69
ENSMUSG00000087007,0,0,0,0,0,0
ENSMUSG00000101294,0,0,0,0,0,0
ENSMUSG00000086668,0,0,0,0,0,0
ENSMUSG00000086525,0,0,0,0,0,0
ENSMUSG00000085756,0,0,0,0,0,0
ENSMUSG00000087468,0,0,0,0,0,0
ENSMUSG00000095934,0,0,0,0,0,0
ENSMUSG00000078324,0,0,0,0,0,0
ENSMUSG00000096915,0,0,0,0,0,0
ENSMUSG00000094564,0,0,0,0,0,0
ENSMUSG00000095558,0,0,0,0,0,0
ENSMUSG00000095659,0,0,0,0,0,0
ENSMUSG00000094155,0,0,0,0,0,0
ENSMUSG00000084363,0,0,0,0,0,0
ENSMUSG00000087491,0,0,0,0,0,0
ENSMUSG00000073247,0,0,0,0,0,0
ENSMUSG00000086757,0,0,0,0,0,0
ENSMUSG00000095899,0,0,0,0,0,0
ENSMUSG00000085000,0,0,0,0,0,0
ENSMUSG00000073245,0,0,0,0,0,0
ENSMUSG00000085107,0,0,0,0,0,0
ENSMUSG00000082799,0,0,0,0,0,0
ENSMUSG00000087847,0,0,0,0,0,0
ENSMUSG00000031093,59,108,24,31,18,21
ENSMUSG00000017057,3242,2937,2508,2809,1615,1623
ENSMUSG00000036699,0,0,0,0,0,1
ENSMUSG00000083130,0,0,0,0,0,0
ENSMUSG00000081159,0,0,0,0,0,0
ENSMUSG00000083755,0,0,0,0,0,0
ENSMUSG00000016239,119,167,212,251,197,142
ENSMUSG00000084616,17,17,26,26,24,13
ENSMUSG00000081407,0,1,0,0,0,0
ENSMUSG00000104809,0,0,0,0,0,0
ENSMUSG00000079642,0,0,0,0,0,0
ENSMUSG00000065031,0,0,0,0,0,0
ENSMUSG00000091556,0,0,0,2,0,0
ENSMUSG00000006373,21671,22321,24500,30121,26083,29232
ENSMUSG00000059708,182,195,245,158,238,183
ENSMUSG00000081281,4,3,5,3,5,3
ENSMUSG00000037636,3,6,2,3,0,1
ENSMUSG00000064530,0,0,0,0,0,0
ENSMUSG00000016319,9941,8615,9917,10168,10724,9675
ENSMUSG00000097468,0,0,0,0,0,0
ENSMUSG00000084990,0,0,0,0,0,0
ENSMUSG00000006423,1057,985,939,1002,1120,932
ENSMUSG00000084265,0,0,1,0,0,0
ENSMUSG00000016308,650,611,594,639,589,539
ENSMUSG00000044149,142,130,145,122,213,162
ENSMUSG00000087155,0,0,0,0,0,0
ENSMUSG00000050379,78,103,102,98,106,105
ENSMUSG00000081220,0,0,0,0,0,0
ENSMUSG00000044400,0,0,0,0,1,1
ENSMUSG00000087873,0,0,0,0,0,0
ENSMUSG00000093059,0,0,0,0,0,0
ENSMUSG00000079641,416,459,654,468,600,417
ENSMUSG00000065642,1,0,0,0,1,0
ENSMUSG00000036572,551,446,398,371,478,428
ENSMUSG00000016409,553,395,445,450,461,333
ENSMUSG00000036551,0,0,0,1,0,0
ENSMUSG00000016427,368,311,484,442,501,469
ENSMUSG00000036537,42,13,54,29,55,34
ENSMUSG00000073243,0,0,0,0,0,0
ENSMUSG00000071773,0,0,0,0,0,0
ENSMUSG00000051827,0,0,0,0,0,0
ENSMUSG00000071772,0,0,0,0,0,0
ENSMUSG00000079639,0,0,0,0,0,0
ENSMUSG00000095601,0,0,0,0,0,0
ENSMUSG00000094945,0,0,0,0,0,0
ENSMUSG00000079638,0,0,0,0,0,0
ENSMUSG00000084056,0,0,0,0,0,0
ENSMUSG00000071771,0,0,0,0,0,0
ENSMUSG00000079637,0,0,0,0,0,0
ENSMUSG00000079636,0,0,0,0,0,0
ENSMUSG00000079635,0,0,0,0,0,0
ENSMUSG00000095698,0,0,0,0,0,0
ENSMUSG00000065088,0,0,0,0,0,0
ENSMUSG00000082297,0,0,0,0,0,0
ENSMUSG00000079633,0,0,0,0,0,0
ENSMUSG00000096788,0,0,0,0,0,0
ENSMUSG00000059626,0,0,0,0,0,0
ENSMUSG00000071770,0,0,0,0,0,0
ENSMUSG00000095741,0,0,0,0,0,0
ENSMUSG00000095510,0,0,0,0,0,0
ENSMUSG00000079630,0,0,0,0,0,0
ENSMUSG00000080933,0,0,0,0,0,0
ENSMUSG00000080241,0,0,0,0,0,0
ENSMUSG00000065739,0,0,0,0,0,0
ENSMUSG00000079629,0,0,0,0,0,0
ENSMUSG00000079628,0,0,0,0,0,0
ENSMUSG00000071769,0,0,0,0,0,0
ENSMUSG00000064697,0,0,0,0,0,0
ENSMUSG00000079627,0,0,0,0,0,0
ENSMUSG00000106388,0,0,0,0,0,0
ENSMUSG00000081195,0,0,0,0,0,0
ENSMUSG00000095180,7,13,36,2,1,10
ENSMUSG00000006200,0,0,0,0,0,0
ENSMUSG00000071767,0,0,0,0,0,0
ENSMUSG00000064137,0,0,0,0,0,0
ENSMUSG00000079626,0,0,0,0,0,0
ENSMUSG00000068048,0,0,0,0,0,0
ENSMUSG00000082734,0,0,0,0,0,0
ENSMUSG00000081133,0,0,0,0,0,0
ENSMUSG00000068173,0,0,0,0,0,0
ENSMUSG00000098348,0,0,0,0,0,0
ENSMUSG00000053909,0,0,0,0,0,0
ENSMUSG00000051038,0,0,0,0,0,0
ENSMUSG00000089963,0,0,0,0,0,0
ENSMUSG00000071766,0,0,0,0,0,0
ENSMUSG00000050197,1,0,1,0,0,3
ENSMUSG00000080942,8,7,7,1,5,10
ENSMUSG00000048047,761,799,863,913,909,919
ENSMUSG00000036502,19,8,7,6,1,5
ENSMUSG00000092794,0,0,0,0,0,0
ENSMUSG00000084009,0,0,0,0,0,0
ENSMUSG00000016327,0,0,0,1,0,0
ENSMUSG00000082497,0,2,0,1,0,0
ENSMUSG00000081473,7,7,11,8,12,8
ENSMUSG00000016534,23663,23678,21833,24505,24912,25466
ENSMUSG00000087390,7,3,3,5,3,12
ENSMUSG00000031095,882,903,835,999,977,941
ENSMUSG00000000355,313,408,271,342,250,244
ENSMUSG00000048970,476,475,519,453,582,495
ENSMUSG00000085611,3,4,4,4,4,6
ENSMUSG00000085635,0,0,0,0,0,0
ENSMUSG00000092878,0,0,0,0,0,0
ENSMUSG00000082723,0,0,0,0,0,0
ENSMUSG00000051361,1,0,0,0,0,0
ENSMUSG00000081147,0,0,0,0,0,0
ENSMUSG00000080896,3,1,0,4,3,6
ENSMUSG00000084030,0,0,0,0,0,0
ENSMUSG00000084039,0,0,0,0,0,0
ENSMUSG00000084247,0,0,0,0,0,0
ENSMUSG00000064529,0,0,0,0,0,0
ENSMUSG00000079619,0,0,0,0,0,0
ENSMUSG00000081324,0,0,0,0,0,0
ENSMUSG00000082147,0,0,0,0,0,0
ENSMUSG00000083845,0,0,0,0,0,0
ENSMUSG00000095240,0,0,0,0,0,0
ENSMUSG00000086157,0,0,0,0,0,0
ENSMUSG00000092777,0,0,0,0,0,0
ENSMUSG00000082005,0,0,0,0,0,0
ENSMUSG00000080903,0,0,0,0,0,0
ENSMUSG00000083174,0,0,0,0,0,0
ENSMUSG00000080996,0,0,0,0,0,0
ENSMUSG00000083665,0,0,0,0,0,0
ENSMUSG00000083484,0,0,0,0,0,0
ENSMUSG00000084287,0,0,0,0,0,0
ENSMUSG00000081880,0,0,0,0,0,0
ENSMUSG00000083515,0,0,0,0,0,0
ENSMUSG00000001986,78,36,85,43,89,27
ENSMUSG00000093206,0,0,0,0,0,0
ENSMUSG00000082966,0,0,0,0,0,0
ENSMUSG00000081918,0,0,0,0,0,0
ENSMUSG00000037475,1383,1651,1126,1382,1319,1250
ENSMUSG00000081398,0,0,0,0,0,0
ENSMUSG00000080798,0,0,0,0,0,0
ENSMUSG00000104879,0,0,0,0,0,0
ENSMUSG00000025860,3375,4173,2982,4049,3166,3405
ENSMUSG00000082324,0,0,0,0,0,0
ENSMUSG00000104042,0,0,0,0,1,0
ENSMUSG00000025862,2494,2632,1806,2749,2392,2311
ENSMUSG00000083450,0,0,0,0,0,0
ENSMUSG00000105993,0,0,0,0,0,0
ENSMUSG00000005696,0,0,0,0,0,0
ENSMUSG00000016150,2,1,2,2,0,0
ENSMUSG00000077558,0,0,0,0,0,0
ENSMUSG00000083098,0,0,0,0,0,0
ENSMUSG00000065622,0,0,0,0,0,0
ENSMUSG00000081300,0,0,0,0,0,0
ENSMUSG00000082839,0,0,0,0,0,0
ENSMUSG00000083598,0,0,0,0,0,0
ENSMUSG00000078320,0,0,0,0,0,0
ENSMUSG00000081856,0,0,0,0,0,0
ENSMUSG00000081036,0,0,0,0,0,0
ENSMUSG00000081704,0,0,0,0,0,0
ENSMUSG00000050926,0,0,1,0,0,2
ENSMUSG00000082775,0,0,0,0,0,0
ENSMUSG00000080714,0,0,0,0,0,0
ENSMUSG00000045284,182,99,268,174,198,148
ENSMUSG00000083721,0,0,0,0,0,0
ENSMUSG00000037086,0,0,0,0,0,0
ENSMUSG00000080764,0,0,0,0,0,0
ENSMUSG00000081129,0,0,0,0,0,0
ENSMUSG00000082886,0,0,0,0,0,0
ENSMUSG00000084158,0,0,0,0,0,0
ENSMUSG00000064464,0,0,0,0,0,0
ENSMUSG00000084000,0,0,0,0,0,0
ENSMUSG00000085157,1,0,0,0,0,0
ENSMUSG00000046615,0,0,0,0,0,0
ENSMUSG00000081551,0,0,0,0,0,0
ENSMUSG00000063816,1,3,1,0,2,0
ENSMUSG00000101233,0,0,0,0,0,0
ENSMUSG00000082204,0,0,0,0,0,0
ENSMUSG00000083499,0,0,0,0,0,0
ENSMUSG00000082426,0,0,0,0,0,0
ENSMUSG00000083094,0,0,0,0,0,0
ENSMUSG00000084348,0,1,0,0,0,0
ENSMUSG00000082894,0,0,0,0,0,0
ENSMUSG00000031099,8,4,1,3,3,1
ENSMUSG00000068014,1,0,0,1,1,2
ENSMUSG00000001173,449,385,365,349,320,405
ENSMUSG00000037010,2,0,2,0,0,3
ENSMUSG00000037005,0,0,0,0,0,0
ENSMUSG00000031101,50,74,25,33,12,37
ENSMUSG00000036985,4608,4630,4400,4765,4669,5120
ENSMUSG00000064806,0,0,0,0,0,0
ENSMUSG00000063785,357,303,358,312,395,291
ENSMUSG00000097197,12,6,7,8,4,0
ENSMUSG00000089443,0,0,0,0,0,0
ENSMUSG00000081180,0,0,0,0,0,0
ENSMUSG00000088918,0,0,0,0,0,0
ENSMUSG00000036959,354,368,520,361,526,665
ENSMUSG00000031103,171,244,90,101,35,141
ENSMUSG00000036932,4551,4726,4546,5462,5080,5450
ENSMUSG00000031104,0,2,0,0,2,0
ENSMUSG00000036916,362,249,256,231,282,248
ENSMUSG00000031105,39,22,52,61,52,51
ENSMUSG00000098271,0,0,0,1,0,0
ENSMUSG00000051209,0,0,0,0,0,0
ENSMUSG00000031107,26,27,52,58,41,46
ENSMUSG00000079606,0,0,0,0,0,0
ENSMUSG00000081526,0,0,0,0,0,0
ENSMUSG00000031109,497,369,387,397,321,391
ENSMUSG00000081320,0,0,0,0,0,0
ENSMUSG00000082347,0,0,0,0,0,0
ENSMUSG00000087369,0,0,0,0,0,0
ENSMUSG00000086948,0,0,0,0,0,0
ENSMUSG00000036198,5,2,1,4,5,4
ENSMUSG00000083455,0,0,0,0,0,0
ENSMUSG00000082192,0,0,0,2,1,2
ENSMUSG00000071764,0,0,0,0,0,0
ENSMUSG00000067971,0,0,0,0,0,0
ENSMUSG00000031111,1,1,9,5,4,3
ENSMUSG00000084612,0,0,0,0,0,0
ENSMUSG00000056281,0,0,0,0,0,0
ENSMUSG00000083399,0,0,0,0,0,0
ENSMUSG00000050504,0,0,0,0,0,0
ENSMUSG00000089217,0,0,0,0,0,0
ENSMUSG00000083754,9,8,11,11,9,8
ENSMUSG00000082660,0,0,0,0,0,0
ENSMUSG00000094897,0,0,0,0,0,0
ENSMUSG00000048173,0,0,0,0,0,0
ENSMUSG00000083112,0,0,1,0,1,0
ENSMUSG00000085396,989,926,828,824,1140,901
ENSMUSG00000031112,19,22,20,26,29,22
ENSMUSG00000036131,1,1,2,2,0,0
ENSMUSG00000050029,1085,1051,1109,1234,1034,882
ENSMUSG00000082556,0,0,0,0,0,0
ENSMUSG00000036109,28,32,48,49,31,33
ENSMUSG00000082950,0,0,0,0,0,0
ENSMUSG00000081350,0,0,0,0,0,0
ENSMUSG00000093266,0,0,0,0,0,0
ENSMUSG00000081188,0,0,0,0,0,0
ENSMUSG00000062184,0,2,1,2,0,0
ENSMUSG00000082968,0,0,0,0,0,0
ENSMUSG00000055780,0,0,0,0,0,0
ENSMUSG00000081439,0,0,0,0,0,0
ENSMUSG00000088792,0,0,0,0,0,0
ENSMUSG00000031118,0,0,0,0,0,0
ENSMUSG00000031119,4457,3845,4644,4398,3835,3365
ENSMUSG00000055653,301,1255,301,779,451,1660
ENSMUSG00000086704,0,1,2,3,0,3
ENSMUSG00000105738,0,0,0,0,0,0
ENSMUSG00000076214,0,0,0,0,0,0
ENSMUSG00000055110,0,0,0,0,0,1
ENSMUSG00000070106,0,0,0,0,0,0
ENSMUSG00000065613,0,0,0,0,0,0
ENSMUSG00000065473,0,0,0,0,0,0
ENSMUSG00000076041,0,0,0,0,0,0
ENSMUSG00000077111,0,0,0,0,0,0
ENSMUSG00000065456,0,0,0,0,0,0
ENSMUSG00000086173,0,0,0,0,0,0
ENSMUSG00000083621,3,7,19,14,7,8
ENSMUSG00000081843,0,0,0,0,0,0
ENSMUSG00000073207,7,7,5,2,0,4
ENSMUSG00000082887,0,0,0,0,0,0
ENSMUSG00000083683,0,0,0,0,0,0
ENSMUSG00000081684,1,2,2,2,1,3
ENSMUSG00000025626,335,251,280,292,282,239
ENSMUSG00000025630,1015,1268,1108,1157,1078,1156
ENSMUSG00000076050,0,0,0,0,0,0
ENSMUSG00000065486,0,0,0,0,0,0
ENSMUSG00000076399,0,0,0,0,0,0
ENSMUSG00000076140,0,0,0,0,0,0
ENSMUSG00000101603,0,0,0,0,0,0
ENSMUSG00000065503,0,0,0,0,0,0
ENSMUSG00000076122,0,0,0,0,0,0
ENSMUSG00000065418,0,0,0,0,0,0
ENSMUSG00000087365,3,8,3,2,1,0
ENSMUSG00000061082,0,0,0,0,0,0
ENSMUSG00000036022,97,96,117,115,112,61
ENSMUSG00000036013,0,0,0,0,0,0
ENSMUSG00000087975,0,0,0,0,0,0
ENSMUSG00000081145,0,0,0,0,0,0
ENSMUSG00000023074,300,233,265,218,346,300
ENSMUSG00000083798,8,16,10,24,16,20
ENSMUSG00000060967,0,0,0,0,0,0
ENSMUSG00000079593,7,5,1,2,0,2
ENSMUSG00000051851,17,23,11,6,1,15
ENSMUSG00000083738,0,0,0,0,0,0
ENSMUSG00000084076,0,0,0,0,0,0
ENSMUSG00000067925,141,103,157,124,144,115
ENSMUSG00000067924,94,107,113,103,102,114
ENSMUSG00000071763,0,0,0,0,0,0
ENSMUSG00000085998,0,0,0,0,0,1
ENSMUSG00000055555,0,0,0,0,0,0
ENSMUSG00000054727,0,0,0,0,0,1
ENSMUSG00000082616,0,0,0,0,0,0
ENSMUSG00000084308,0,0,0,0,0,0
ENSMUSG00000059334,0,0,0,0,0,0
ENSMUSG00000054626,23,49,8,19,7,23
ENSMUSG00000081937,0,0,0,0,0,0
ENSMUSG00000083278,0,0,0,0,0,0
ENSMUSG00000080968,3,1,6,4,0,5
ENSMUSG00000083428,0,0,0,0,0,0
ENSMUSG00000086711,0,0,0,0,0,0
ENSMUSG00000081119,0,0,0,0,0,0
ENSMUSG00000080321,0,0,0,0,0,0
ENSMUSG00000095284,0,0,0,0,0,0
ENSMUSG00000082817,0,0,0,0,0,0
ENSMUSG00000081477,0,0,0,0,0,0
ENSMUSG00000096308,0,0,0,0,0,0
ENSMUSG00000084070,0,0,0,0,0,0
ENSMUSG00000094698,0,0,0,0,0,0
ENSMUSG00000081638,0,0,0,0,0,0
ENSMUSG00000096468,0,0,0,0,0,0
ENSMUSG00000094714,0,0,0,0,0,0
ENSMUSG00000094975,0,0,0,0,0,0
ENSMUSG00000096376,0,0,0,0,0,0
ENSMUSG00000083069,0,0,0,0,0,0
ENSMUSG00000094423,0,0,0,0,0,0
ENSMUSG00000095890,0,0,0,0,0,0
ENSMUSG00000080889,0,0,0,0,0,0
ENSMUSG00000067909,0,0,0,0,0,0
ENSMUSG00000094317,0,0,0,0,0,0
ENSMUSG00000096127,0,0,0,0,0,0
ENSMUSG00000095398,0,0,0,0,0,0
ENSMUSG00000081298,0,0,0,0,0,0
ENSMUSG00000096374,0,0,0,0,0,0
ENSMUSG00000084369,0,0,0,0,0,0
ENSMUSG00000081706,0,0,1,0,0,0
ENSMUSG00000083249,0,0,0,0,0,0
ENSMUSG00000081089,0,0,0,0,0,0
ENSMUSG00000080383,0,0,0,0,0,0
ENSMUSG00000082606,0,0,0,0,0,0
ENSMUSG00000031125,0,11,1,0,1,0
ENSMUSG00000082253,0,0,0,0,2,0
ENSMUSG00000073177,0,0,0,0,0,0
ENSMUSG00000081024,0,0,0,0,0,0
ENSMUSG00000085114,0,0,0,0,0,0
ENSMUSG00000073176,28,23,47,25,24,26
ENSMUSG00000097288,0,0,0,0,0,0
ENSMUSG00000054850,2,0,0,0,0,1
ENSMUSG00000081620,0,0,0,0,0,0
ENSMUSG00000058932,0,0,0,0,0,0
ENSMUSG00000035967,92,166,41,51,50,59
ENSMUSG00000073173,0,0,0,0,0,0
ENSMUSG00000064016,1,0,0,0,0,1
ENSMUSG00000061273,851,1038,949,964,1002,857
ENSMUSG00000092787,0,0,0,0,0,0
ENSMUSG00000060681,406,339,346,358,393,393
ENSMUSG00000088394,0,0,0,0,0,0
ENSMUSG00000023092,104,129,65,51,39,58
ENSMUSG00000088944,0,0,0,0,0,0
ENSMUSG00000067878,5,2,0,4,1,0
ENSMUSG00000053852,0,0,0,3,0,0
ENSMUSG00000031130,0,0,0,0,0,0
ENSMUSG00000067873,1174,912,847,933,869,881
ENSMUSG00000031131,0,0,0,0,0,0
ENSMUSG00000085808,0,0,0,0,0,0
ENSMUSG00000031132,0,3,0,0,0,0
ENSMUSG00000031133,125,176,58,100,34,211
ENSMUSG00000031134,561,500,594,591,440,494
ENSMUSG00000065110,0,0,0,0,0,0
ENSMUSG00000079584,0,0,0,0,0,0
ENSMUSG00000036357,0,0,0,0,0,0
ENSMUSG00000081100,1,1,1,0,0,0
ENSMUSG00000081896,0,0,0,0,0,0
ENSMUSG00000084103,0,0,0,0,0,0
ENSMUSG00000080710,0,0,0,0,0,0
ENSMUSG00000084394,0,0,0,0,0,0
ENSMUSG00000083821,0,0,0,0,0,0
ENSMUSG00000093905,0,0,0,0,0,0
ENSMUSG00000067860,0,0,0,0,0,0
ENSMUSG00000081837,0,0,0,0,0,0
ENSMUSG00000084044,0,0,0,0,0,0
ENSMUSG00000064728,0,0,0,0,0,0
ENSMUSG00000084305,0,0,0,0,0,0
ENSMUSG00000081373,0,0,7,1,3,3
ENSMUSG00000083982,1,0,0,3,0,0
ENSMUSG00000083843,0,0,0,0,0,0
ENSMUSG00000105997,0,0,0,0,0,0
ENSMUSG00000046180,0,0,0,1,0,0
ENSMUSG00000031137,0,2,0,0,0,0
ENSMUSG00000088157,0,0,0,0,0,0
ENSMUSG00000070110,0,0,0,0,0,0
ENSMUSG00000088647,0,0,0,0,0,0
ENSMUSG00000081209,0,0,0,0,0,0
ENSMUSG00000105367,0,0,0,0,0,0
ENSMUSG00000105409,0,0,0,0,0,0
ENSMUSG00000083366,0,0,0,0,0,0
ENSMUSG00000031138,7578,6628,7584,6788,9053,7342
ENSMUSG00000046993,3,3,5,8,1,9
ENSMUSG00000081341,0,0,0,0,0,0
ENSMUSG00000031139,0,2,0,1,0,1
ENSMUSG00000062949,12771,10391,7933,9612,10244,8924
ENSMUSG00000094896,0,0,2,0,2,1
ENSMUSG00000070081,0,1,0,0,0,0
ENSMUSG00000079583,0,1,0,0,0,0
ENSMUSG00000082226,0,0,0,1,1,2
ENSMUSG00000067835,0,0,0,0,0,0
ENSMUSG00000081729,5,2,17,12,11,13
ENSMUSG00000086562,0,0,0,0,0,0
ENSMUSG00000083463,0,0,0,0,0,0
ENSMUSG00000084331,0,0,7,1,1,0
ENSMUSG00000081891,0,0,0,0,0,0
ENSMUSG00000045179,0,0,0,0,0,0
ENSMUSG00000087565,0,0,0,0,0,0
ENSMUSG00000086577,0,0,0,0,0,0
ENSMUSG00000081323,0,0,0,0,0,0
ENSMUSG00000087401,0,0,0,0,0,0
ENSMUSG00000083543,0,0,0,0,0,0
ENSMUSG00000071753,0,0,0,0,0,0
ENSMUSG00000080555,0,0,0,0,0,0
ENSMUSG00000090546,0,0,0,0,0,0
ENSMUSG00000082092,0,0,0,0,0,0
ENSMUSG00000083343,0,0,0,0,0,0
ENSMUSG00000080910,0,0,0,0,0,0
ENSMUSG00000083158,0,0,0,0,0,0
ENSMUSG00000057615,0,0,0,0,0,0
ENSMUSG00000050900,2,5,3,14,2,6
ENSMUSG00000082467,0,0,0,0,0,0
ENSMUSG00000096222,0,0,0,0,0,0
ENSMUSG00000081409,0,0,0,0,0,0
ENSMUSG00000083617,0,0,0,0,0,0
ENSMUSG00000082168,0,0,0,0,0,0
ENSMUSG00000083576,0,0,0,0,0,0
ENSMUSG00000045330,0,0,0,0,0,0
ENSMUSG00000082125,0,0,0,0,0,0
ENSMUSG00000031194,0,0,0,0,0,0
ENSMUSG00000085757,0,0,0,0,0,0
ENSMUSG00000081001,0,0,0,0,0,0
ENSMUSG00000081765,0,0,0,0,0,0
ENSMUSG00000081752,4,4,0,2,0,7
ENSMUSG00000082620,0,0,0,0,0,0
ENSMUSG00000082965,0,0,0,0,0,0
ENSMUSG00000081269,0,0,0,0,0,0
ENSMUSG00000084396,0,0,0,0,0,0
ENSMUSG00000083346,0,0,0,0,0,0
ENSMUSG00000079579,0,0,0,0,0,0
ENSMUSG00000031179,0,0,0,0,0,0
ENSMUSG00000046699,0,0,0,0,0,0
ENSMUSG00000084459,0,0,0,0,0,0
ENSMUSG00000082269,0,0,0,0,0,0
ENSMUSG00000065903,0,0,0,0,0,0
ENSMUSG00000083084,0,0,0,0,0,0
ENSMUSG00000081514,0,0,0,0,0,0
ENSMUSG00000031181,0,0,0,0,0,0
ENSMUSG00000080828,0,0,0,0,0,0
ENSMUSG00000083074,0,0,0,0,0,0
ENSMUSG00000083243,0,0,0,0,0,0
ENSMUSG00000083570,0,0,0,0,0,0
ENSMUSG00000082863,0,0,0,0,0,0
ENSMUSG00000031182,0,0,0,0,0,0
ENSMUSG00000089398,0,0,0,0,0,0
ENSMUSG00000036790,0,0,0,0,1,0
ENSMUSG00000087708,0,0,0,0,0,0
ENSMUSG00000084074,0,0,0,0,0,0
ENSMUSG00000077127,0,0,0,0,0,0
ENSMUSG00000094184,0,0,0,0,0,0
ENSMUSG00000081603,7,9,22,9,19,18
ENSMUSG00000077092,0,0,0,0,0,0
ENSMUSG00000078017,0,0,0,0,0,0
ENSMUSG00000078024,0,0,0,0,0,0
ENSMUSG00000070104,0,0,0,0,0,0
ENSMUSG00000077119,0,0,0,0,0,0
ENSMUSG00000070078,0,0,0,0,0,0
ENSMUSG00000078002,0,0,0,0,0,0
ENSMUSG00000077872,0,0,0,0,0,0
ENSMUSG00000078038,0,0,0,0,0,0
ENSMUSG00000096628,0,0,0,0,0,0
ENSMUSG00000070073,0,0,0,0,0,0
ENSMUSG00000106642,0,0,0,0,0,0
ENSMUSG00000095782,0,0,0,0,0,0
ENSMUSG00000094894,0,0,0,0,0,0
ENSMUSG00000095006,0,0,0,0,0,0
ENSMUSG00000096504,0,0,0,0,0,0
ENSMUSG00000070071,0,0,0,0,0,0
ENSMUSG00000080795,0,0,0,0,0,0
ENSMUSG00000081442,0,0,0,0,0,0
ENSMUSG00000081598,0,0,0,0,0,0
ENSMUSG00000086185,0,0,0,0,0,0
ENSMUSG00000087724,0,0,0,0,0,0
ENSMUSG00000083010,0,0,0,0,0,0
ENSMUSG00000079578,0,0,0,0,0,0
ENSMUSG00000079577,0,0,0,0,0,0
ENSMUSG00000082621,0,0,0,0,0,0
ENSMUSG00000025288,0,0,0,0,0,0
ENSMUSG00000065404,0,0,0,0,0,0
ENSMUSG00000076005,0,0,0,0,0,0
ENSMUSG00000083709,0,0,0,0,0,0
ENSMUSG00000106233,0,0,0,0,0,0
ENSMUSG00000082202,0,0,0,0,0,0
ENSMUSG00000083912,0,0,0,0,0,0
ENSMUSG00000082794,0,0,0,0,0,0
ENSMUSG00000088697,0,0,0,0,0,0
ENSMUSG00000082162,0,0,0,0,0,0
ENSMUSG00000081084,3,0,3,4,2,7
ENSMUSG00000096946,0,0,2,1,0,1
ENSMUSG00000099108,0,0,0,0,0,0
ENSMUSG00000098736,0,0,0,0,0,0
ENSMUSG00000000838,1128,1174,953,1088,1059,1096
ENSMUSG00000089177,0,0,0,0,0,0
ENSMUSG00000062170,10,10,0,5,1,23
ENSMUSG00000083046,0,0,0,0,0,0
ENSMUSG00000071748,4,6,3,5,9,5
ENSMUSG00000056815,0,0,0,0,0,0
